#gene	Normal1	Normal2	Normal3	Normal4	Normal5	Normal6	Normal7	Normal8	Normal9	Normal10	Normal11	Normal12	Normal13	Ma1	Ma2	Ma3	Ma4	Ma5	Ma6	Ma7	Ma8	Ma9	Ma10	Ma11	Ma12	Ma13	Ma14	Ma15	Ma16	Ma17	Ma18	Ma19	Ma20	Ma21	Ma22
CHD4(ENSG00000111642.14)(protein_coding)	79.23	45.8	65.72	46.58	64.9	76.43	83.95	52.18	62.15	73.73	66.57	65.37	66.1	134.48	108.87	72.4	49.35	82.14	80.92	60.97	65.13	33.68	105.62	78.97	82.39	87.62	49.76	67.89	67.56	44.1	59.47	89.52	83.53	96.16	93.65
NAA15(ENSG00000164134.12)(protein_coding)	5.52	2.52	8.89	2.42	5.24	5.21	13.03	4.38	8.71	8.26	6.37	9.11	4.49	4.42	13.02	6.5	16.51	2.89	13.69	9.67	10.02	6.33	2.74	8.25	11.63	6.63	6.77	6.86	10.19	8.13	24.26	12.25	10.97	8.91	11.89
CACNA1D(ENSG00000157388.13)(protein_coding)	1.59	1.43	0.74	0.31	1.36	2.3	1.03	2.74	0.88	1.38	2.61	1.98	1.17	0.77	0.45	1.59	0.12	2.88	2.41	0.31	0.35	0.1	0.42	0.16	1.35	4.72	1.2	2.76	0.1	0.74	0.01	3.16	2.14	2.5	1.56
RP11-817J15.2(ENSG00000256916.1)(antisense)	1.52	5.43	6.34	1.37	33.4	1	0.87	0	0.74	1.07	2.8	4.09	10.25	0	0	0.26	0	0.24	0	1.27	0.35	0.02	0	0	0	0.45	0.43	2.59	0	0.94	0	4.57	0.61	2.04	0
GATAD1(ENSG00000157259.6)(protein_coding)	21.13	15.46	14.78	10.33	29.85	14.39	22.27	12.4	20.45	27.14	22.73	19.96	13.89	8.99	12.96	18.22	12.67	12.76	11.42	7.72	15.52	12.64	12.44	8.18	15.92	11.62	12.83	15.11	12.4	14.83	9.68	15.49	15.35	11.73	12.24
TMEM254-AS1(ENSG00000230091.6)(antisense)	2.67	0.8	0.91	1.94	2.08	2.73	2.05	2.47	1.49	1.1	2.82	3.35	0.64	8.83	2.11	3.31	1.07	2.9	1.5	0.65	1.1	0.81	1.75	1.06	1.08	2.08	0.45	2.19	0.75	1.1	0.26	3.03	4.57	0.75	3.52
AP001347.6(ENSG00000224905.6)(antisense)	1.97	1.88	1.63	0.57	0.55	2.04	3.92	3.93	0.91	0.78	0.31	1.54	2.25	4.61	4.72	2.51	0.24	0.72	9.89	1.91	0.49	0.34	1.58	0.59	0.82	2.36	0.82	0.65	1.19	1.24	0.06	1.57	1.32	0.42	1.22
RHBDD2(ENSG00000005486.16)(protein_coding)	40.99	52.24	41.92	48.77	53.92	49	44.95	46.3	26.48	29.59	51.04	34.68	65.45	36.11	44.57	35.14	30.35	92.94	18.39	35.7	44.65	30.29	140.99	33.14	30.19	49.78	23.48	28.21	25.96	41.24	49.33	31.48	18.99	35.35	35.76
L1CAM(ENSG00000198910.12)(protein_coding)	1.77	1.86	1.61	1.8	1.02	1.96	1.17	2.77	0.59	1.38	1.43	1.67	3.36	0.23	1.06	0.36	1.24	1.53	0.21	0.61	4.11	0.64	10.73	2.95	0.2	2.06	0.1	0.49	1.51	11.25	187.82	0.29	1.11	1.12	3.65
R3HDM2(ENSG00000179912.19)(protein_coding)	28.33	27.43	22.91	18.72	32.82	28.14	29.69	15.01	34.31	32.9	27.63	28.98	29.88	60.62	21.37	23.8	17.33	15.2	22.12	12.44	18.1	22.32	33.52	21.75	24.21	28.1	21.99	25.02	25.09	17.86	17.01	21.69	28.72	17.45	34.74
FAM212A(ENSG00000185614.4)(protein_coding)	4.5	8.16	7.93	6.25	3.77	12.28	6.33	7.57	5.61	5.71	4.73	3.46	12.65	3.48	14.3	4.12	1.1	10.35	1.58	3.99	2.81	2.7	16.47	0.8	8.55	2.82	1.46	10.91	1.96	0.96	3.51	2.3	0.77	2.71	5.44
LRRC15(ENSG00000172061.8)(protein_coding)	3.3	0.7	2.14	0.81	0.18	0.27	0.17	3.1	1.42	1.45	0.65	2.78	0	0.19	0.01	1.19	0.14	0.12	0.04	138.41	3.43	27.16	0.58	78.15	0.76	0.57	1.96	2.04	1.41	0.18	1.28	0.04	106.2	10.76	0.03
MIOS(ENSG00000164654.15)(protein_coding)	10.98	8.37	7.13	7.77	10.82	7.2	14.71	7.9	13.63	12.4	16.86	14.58	10.27	8.56	38.22	12.15	16.21	6.11	21.36	9.96	11	7.83	5.05	7.54	9.12	6.76	7.52	7.61	11.09	9.36	11.56	11.8	12.03	8.82	14.61
SDCBP(ENSG00000137575.11)(protein_coding)	120.49	70.65	121.21	201.4	69.43	84.72	76.87	98.71	98.69	98.2	80.14	123.17	37.41	57.5	76.21	108.03	128.59	29.78	85.58	119.67	217.44	62.32	84.3	195.63	149.89	95.3	107.14	46.89	229.4	134.1	191.98	76.42	126.35	107.97	73.13
TRIB2(ENSG00000071575.11)(protein_coding)	30.5	21.02	20.9	21.73	30.56	30.9	36.54	22.48	27.54	35.8	30.17	38.21	20.58	70.13	70.31	21.66	5.15	28.71	146.33	20.83	15.39	11.09	64.94	43.01	54.45	33.48	29.96	91.54	59.37	19.86	28.12	47.42	75.88	24.83	31.36
FBXO4(ENSG00000151876.12)(protein_coding)	9.23	8.05	6.83	8.46	10.59	7.28	8.4	13.36	9.84	8.05	7.05	8.82	11.78	7.12	10.82	19.71	19.33	7.01	5.99	7.67	8.54	6.83	2.16	7.16	8.07	13.93	6.54	8.45	3.33	7.27	16.1	13.98	7.57	11.34	8.8
MSL2(ENSG00000174579.3)(protein_coding)	14.09	7.13	9.32	5.09	12.88	5.89	16.06	6.15	21.84	17.26	12.95	13.82	6.99	8.99	10.68	12.16	9.64	3.09	12.29	9.71	6.9	5.75	2.2	10.81	12.97	8.84	13.21	6.93	10.44	5.12	9.74	14.02	12.5	9.15	10.11
ADAM15(ENSG00000143537.13)(protein_coding)	79.07	84.46	99.79	137.08	63.83	116.74	52.52	86.86	59.33	55.59	69.25	46.87	87.42	57.7	30.4	47.85	33.16	142.57	24.3	36.48	24.45	28.33	123.5	24.7	41.7	22.82	14.77	46.2	35.21	75.66	43.08	33.96	17.13	40.38	38.59
NRAV(ENSG00000248008.2)(antisense)	7.84	10.87	7.04	3.58	9	9.01	12.2	6.56	7.37	6.79	6.1	8.06	10.31	5.06	5.04	9.01	10.65	6.43	2.71	3.95	11.63	8.63	5.95	2.95	1.99	7.86	2.22	4.73	5.08	9.72	9.36	6.28	4.11	14.42	2.16
CDKL3(ENSG00000006837.11)(protein_coding)	2.31	0	1.9	2.3	1.42	3.34	0.74	4.08	1.1	1.61	1.8	1.57	1.05	2.19	5.95	2.83	3.56	1.19	3.43	1.92	2.46	1.93	0.74	1.33	1.28	2.63	2.07	6.01	1.56	1.43	0.91	2.51	3.25	2.75	3.46
IPO11(ENSG00000086200.16)(protein_coding)	13.83	5.73	10.21	12.81	6.87	9.88	12.23	13.63	11.82	13.62	9.36	13.68	7.46	11.91	19.41	19.5	19.33	7.59	23.13	14.5	12.32	7.77	6.33	8.56	13.25	9.7	13.03	11.08	10.59	6.81	12.25	16.02	14.96	17.86	16.5
ST3GAL2(ENSG00000157350.12)(protein_coding)	8.63	8.42	15.45	9.07	3.92	16.57	12.02	10.94	6.57	8.43	4.71	8.76	6.49	26.67	33.44	11.01	10.58	7.76	21.92	15.19	9.77	10.97	25.33	15.54	29.93	13.71	14.09	34.41	20.22	1.28	13.91	22.61	37.58	16.75	42.55
NOL8(ENSG00000198000.11)(protein_coding)	17.72	21	20.65	13.41	22.33	17.54	22.02	18.6	26.83	23.71	22.88	20.14	19.11	28.06	36.49	24.38	73.89	28.54	27.68	33.28	48.37	18.38	17.25	16.86	18.25	18.51	37.53	25.06	21.08	15.61	18.14	28.71	40.06	34.74	26.12
AC006942.4(ENSG00000269194.1)(antisense)	7.39	5.13	2.59	5.81	3.78	3.52	0.72	9.1	3.24	1.55	7.4	1.87	4.03	0	0.05	3.64	0.11	0	0	0.35	0.52	0.41	0	0	0.44	0.53	0.14	0.94	0.59	0.9	0.37	0.09	0.11	1.16	1.59
PGAP1(ENSG00000197121.14)(protein_coding)	3.1	0.81	1	0.74	2.83	3.15	5.24	1.93	3.78	3.7	2.53	5.43	1.73	1.34	3.68	5.61	1.45	0.72	17.41	2.8	0.86	1.05	1.89	4.32	3.4	3.06	4.01	3.62	2.69	1.61	1.3	4.18	4.64	1.81	3.78
CLEC10A(ENSG00000132514.13)(protein_coding)	20.93	17.34	25.94	32.66	2.88	10.68	4.61	13.32	8.5	10.21	3.94	11.8	2.63	2.52	1.8	5.01	8.2	5.98	3.85	23.7	3.87	0.62	1.17	1.53	9.05	3.73	2.52	2.7	0.32	0.07	13.38	3.5	18.4	14.28	4.33
JKAMP(ENSG00000050130.17)(protein_coding)	28.34	23.19	21.52	27.27	28.67	16.07	32.34	15.09	31.13	30.37	21.89	34.7	26.68	10.65	17.99	23.75	36.09	14.23	16.38	22.47	32.74	13.34	4.46	30.47	44.27	28.59	42.35	18.89	17.07	38.42	45.99	39.12	30.28	35.45	30.26
LRCH4(ENSG00000077454.15)(protein_coding)	26.9	62.64	36.7	35.27	53.24	56.73	25.88	37.81	33.15	42.86	39.8	27.76	56.68	26.92	26.84	21.83	12.8	70.18	15.13	25.8	19.26	11.9	46.86	12.03	23.76	14.97	12.52	31.92	26.52	12.94	19.45	26.85	10.33	16.71	12.45
RP11-356I2.4(ENSG00000237499.6)(antisense)	1.74	0.16	1.76	0.16	1.75	1.64	1.95	2.3	2.03	1.58	1.6	1.35	0	0.35	0.84	0.83	0.81	0.74	5.44	0.79	0.68	0.39	0.3	0.36	1.65	0.48	0.58	1.34	0.76	0.2	1.18	1.01	1.39	0.56	0.95
FAM13C(ENSG00000148541.12)(protein_coding)	13.67	6.08	10.22	14.3	6.91	11.99	5.41	13.12	6.83	22.33	11.63	9.35	3.61	1.76	3.61	7.41	3.22	2.7	8.18	5.68	3.22	1.19	2.2	2.38	2.53	4.48	3.6	3.59	5.59	0.11	1.01	2.1	11.91	7.14	1.73
CTD-2595P9.4(ENSG00000275155.1)(sense_intronic)	1.63	0.79	0	0	3.08	1.56	1.55	2.15	1.53	1.78	3.19	1.07	0	2.31	0.64	0.62	0	0	4.66	0.36	0.43	0.16	0.46	0.07	0.25	0.1	0.64	1.61	1.28	0	0.07	0	0.42	0.47	0
FAM96B(ENSG00000166595.11)(protein_coding)	49.28	80.87	71.26	64.1	39.16	63.76	36.9	57.59	35.83	39.21	42.95	34.96	97.78	78.53	29.12	32.03	19.3	79.5	29.68	44.04	26.18	38.93	87.91	24.25	40.79	23.08	20.99	56.03	64.49	51.32	90.86	34.19	9.93	32.12	23.53
CACNB1(ENSG00000067191.15)(protein_coding)	3.16	3.02	3.65	1.87	15.37	6.04	6.32	7.12	4.46	3.93	5.13	5.18	7.23	6.61	3.25	2.86	2.49	11.61	2.49	2.15	2.83	4.14	7.55	2.82	2.53	2.58	4.72	3.61	4.05	4.02	4.67	3.18	1.49	2.6	1.98
HSPE1(ENSG00000115541.10)(protein_coding)	76.62	73.76	122.52	77.05	102.75	109.66	146.24	76.53	119.27	66.34	172.18	82.49	85.2	69.02	245.61	70.46	252.02	118.2	280.85	138.25	168.79	58.47	90.16	152.33	95.31	95.12	98.11	80.57	144.17	76.91	288.18	110.51	148.18	153.76	167.41
RP1-193H18.2(ENSG00000267194.1)(lincRNA)	4.11	1.03	1.12	1.16	11.22	2.22	8.2	1.41	10.24	4.67	4.47	4.07	3.97	0.49	0.62	1.75	1.06	8.33	3.27	0.61	1.15	0.7	0.07	1.04	0.49	1.05	1.33	1.88	1.43	0.25	0.23	2.94	0.85	1.16	0.77
STARD7(ENSG00000084090.13)(protein_coding)	44.11	41.61	51.22	34.68	46.9	37.28	50.65	30.93	49.14	45.41	42.98	44.8	33.93	32.86	47.44	27.06	39.05	26.46	66.53	33.5	33.02	13.19	35.19	27.44	26.68	24.42	22.59	32.29	35.89	24.2	40.85	35.7	33.88	37.67	39.84
AKAP1(ENSG00000121057.12)(protein_coding)	32.43	47.55	29.11	39.5	38.3	30.17	40.43	55.19	52.19	48.1	36.6	26.54	63.49	12.09	3.62	21.46	11.62	45.73	8.43	5.57	8.48	10.33	11.42	8.53	5.6	10.87	8.61	16.49	11.99	11.47	8.58	18.43	8.71	18.73	4.96
LMCD1(ENSG00000071282.11)(protein_coding)	96.96	54.06	56.18	229.79	32.39	44.96	29.02	82.36	41.76	55.47	55.41	52.43	38.35	17.2	8.7	32.85	53.74	34.81	19.9	55.7	28.03	45.64	29.36	18.8	19.3	30.2	98.08	19.94	12.01	27.58	13.29	16.81	28.82	54.82	11.17
TMEM127(ENSG00000135956.8)(protein_coding)	31.03	27.6	25.32	24.16	25.23	20.83	23.16	18.41	23.05	24.23	21.22	26.8	22.42	14.95	17.65	24.09	23.22	17.06	26.19	28.4	24.57	20.56	21.51	23.11	29.88	26.57	20.69	18.77	19.84	26.39	37.97	27.32	21.27	31.19	20.85
RELB(ENSG00000104856.13)(protein_coding)	7.71	9.97	20.22	7.47	8.7	12.38	5.1	17.04	4.2	8.46	5.74	5.05	7.49	12.03	13.89	4.41	3.94	17.97	2.82	7.77	5.85	4.15	6.7	4.34	8.12	5.4	1.4	20.55	22.99	8.13	14.53	6.84	3.41	5.75	7.91
RPLP1(ENSG00000137818.11)(protein_coding)	1325.3	2012.7	1232.15	1158.09	1409.07	1359.56	1161.68	1533.25	1996.08	1711.8	1933.09	942.66	2095.08	1017.18	819.56	1051.38	297.12	2070.2	527.01	679.17	338.21	429.7	1461.94	224.17	380.86	429.48	284.3	866.49	897.4	1103.26	952.52	460.94	190.84	497.65	686.49
GDI2(ENSG00000057608.16)(protein_coding)	121.79	100.45	123.84	94.99	102.55	112.83	144.4	100.84	155.87	123.78	82.41	113.86	75.65	73.31	152.08	107.9	214.71	61.29	143.67	138.49	183.52	168.76	27.19	218.08	131.42	123.85	175.52	123.97	218.13	171.06	175.25	198.76	117.75	157.2	106.31
TMEM216(ENSG00000187049.9)(protein_coding)	19.44	22.31	14.37	14.09	16.84	14.47	16.76	18.74	19.91	15.76	21.39	18.6	23.56	27.76	22.18	23.14	5.71	23.26	10.59	10.72	7.43	11.43	15.84	8.47	24.56	20.4	14.65	20.71	21.99	7.62	15.34	25.58	8.03	22.18	15.47
RAD51B(ENSG00000182185.18)(protein_coding)	8.54	22.75	5.59	16.33	77.42	6.35	12.01	26.11	11.57	8.81	18.67	32.48	16.16	8.65	62.27	6.3	32.06	14.82	4.27	5.29	24.32	55.64	5.8	8.58	6.3	12.6	1.71	13.41	43.02	5.22	9.84	49.74	11.51	22.09	4.86
SPRED1(ENSG00000166068.12)(protein_coding)	9.7	4.22	9.41	4.95	7.81	11.88	20.55	4.49	12.75	12.35	7.18	14.92	6.74	29.54	40.57	10.63	10.79	3.78	28.74	6.26	6.51	7.54	4.94	7.35	16.19	10.86	20.62	23.98	9.94	7.65	14.55	20.39	13.62	7.17	30.37
SMCHD1(ENSG00000101596.14)(protein_coding)	12.47	4.02	12.91	6.01	14.62	10.42	22.1	10.25	21.55	20.92	14.81	16.33	8	11.79	20.27	16.31	24.82	7.22	27.24	19.43	9.01	5.96	3.87	12.16	34.5	13.05	27.32	15.31	15.59	12.54	17.09	22.87	18.56	14.34	18.96
RNF123(ENSG00000164068.15)(protein_coding)	9.12	8.77	10.04	8.1	11.76	12.91	9.7	7.64	8.73	10.29	10.56	8.67	15.43	14.25	17.4	8.87	5.46	16.45	9.74	5.94	9.41	9.49	15.23	3.72	13.43	6.76	3.92	11.44	11.43	6.89	10.11	9.57	3.52	6.65	10.64
BTG2(ENSG00000159388.5)(protein_coding)	74.92	141.04	198.67	250.21	66.68	32	37.21	65.96	51.16	62.4	149.8	117.43	100.09	10.12	7.53	55.5	10.69	65.92	12.65	23.99	24.97	7.14	14.24	21.19	23.93	33.98	28.86	18.44	11.89	30.65	12.54	46.57	25.12	85.59	37.72
RNF126(ENSG00000070423.17)(protein_coding)	22.63	33.76	32.27	33.55	32.08	35.36	20.34	19.34	19.9	26.87	28.71	18.01	39.12	42.31	31.12	15.07	24.42	46.31	13.78	9.9	20.83	34.03	46.57	16.96	11.81	18.43	8.91	27.4	32.29	24.7	31.7	16.35	5.87	17.56	14.18
HCCS(ENSG00000004961.14)(protein_coding)	10.44	15.35	12.38	15.96	7.68	13.98	12.95	9.74	12.61	7.88	10	12.56	19.18	17.27	23.67	12.23	44.46	9.9	20.24	21.42	18.57	8.93	17.64	19.95	17.33	15.18	21.5	13.53	48.96	16.1	32.33	14.25	18.82	20.8	18.45
SUSD1(ENSG00000106868.16)(protein_coding)	5.21	5.56	8.72	5.69	3.73	5.65	7.36	5.85	4.48	4.9	4.68	6.14	2.84	5.75	2.31	4.73	12.57	8.29	9.3	6.78	7.46	3.38	3.48	8.63	8.08	7.23	1.17	3.91	3.67	6.63	5.85	5.17	13	6.02	4.31
TCEAL1(ENSG00000172465.13)(protein_coding)	43.16	40.51	24.81	30.89	41.14	29.78	32.62	81.42	35.45	31.91	41.82	37.4	35.09	20.54	20.97	88.38	29.58	17.98	47.35	22.39	46.73	15.95	14.62	17.19	13.71	20.49	30.82	20.74	9.88	18.89	14.59	38.18	38.91	114.8	24.19
C17orf49(ENSG00000258315.5)(protein_coding)	53.16	68.66	76.8	70.9	48.99	68.74	51.97	76.25	35.99	46.1	62.14	42.37	109.79	115.72	64.21	56.02	68.69	95.5	38.75	55.39	68.3	68.19	61.35	23.33	33.33	55.41	49.02	45.67	137.22	66.53	87.08	34.04	22.54	54.21	29.69
RP11-115C21.2(ENSG00000246089.3)(antisense)	2.81	4.61	5.43	2.85	5.49	8.47	2.44	8.59	3.72	3.79	2.25	3	3.79	7.57	5.68	4.76	3.99	8.71	5.42	1.94	3.38	1.54	11.39	1.66	1.4	3.27	1.53	8	3.21	2.49	4.86	2.92	1.55	3.41	6.22
NDUFA6(ENSG00000184983.9)(protein_coding)	45.46	62.8	43.97	72.22	44.46	58.61	43.88	59	31.81	33.04	47.48	40.84	62.65	41.16	56.15	57.28	20.79	57.56	41.57	77.47	41.63	32.82	66.81	51.48	29.34	36.3	33.7	58.5	47.03	38.54	67.07	42.45	29.36	45.52	48.7
PTBP3(ENSG00000119314.15)(protein_coding)	13.51	7.9	9.83	6.27	16.03	7.94	23.17	7.5	22.01	18.49	13.37	21.61	7.93	4.05	13.75	13.17	22.63	4.91	11.31	17.06	12.39	7.17	2.65	22.34	23.49	14.11	8.11	10.15	13.35	23.04	18.02	18.22	17.03	13.75	10.4
CH17-189H20.1(ENSG00000274265.4)(lincRNA)	1.35	5.13	0.55	1.19	1.5	2.42	1.96	1.42	1.86	0.2	2.11	1.33	5.7	1.28	0.39	1.38	0.36	5.43	0.44	0.32	1.2	0.35	2.17	0.35	1.16	0.33	0.87	1.14	0.87	0.15	2.55	0.38	0.84	0.97	0.94
NR3C1(ENSG00000113580.14)(protein_coding)	28.61	14.56	13.72	28.42	14.35	12.14	24.07	15.11	28.18	28.31	16.66	23.48	11.76	5.46	8.73	26.95	12.05	4.18	14.12	15.19	11.4	8.76	7.73	14.44	12.61	7.9	30.39	9.7	10.69	7.14	14.17	12.8	17.94	11.55	7.22
CTD-2303H24.2(ENSG00000273018.5)(processed_transcript)	1.37	2.06	1.56	1.08	14.14	2.48	10.9	0.45	3.51	5.34	9.51	21.25	2.72	0.38	1.32	15.64	6.31	0.56	0.79	1.98	0.9	0.11	0	3.21	1.05	0.36	0.45	10.6	4.96	0.99	6.36	0.91	4.93	1.51	0.62
PLEKHG2(ENSG00000090924.14)(protein_coding)	9.74	8.22	9.94	13.08	7.85	27.71	17.2	6.68	10.15	10.06	8.23	12.37	11.2	26.84	60.08	17.99	10.44	19.95	30.71	11.51	14.93	13.35	34.29	14.76	26.65	36.23	8.42	32.66	88.33	8.86	14.71	18.49	12.7	7.96	38.41
PER3(ENSG00000049246.14)(protein_coding)	10.85	17.91	3.74	14.2	7.43	2.65	17.69	10.87	13.54	22.29	22.76	3.22	6.1	7.84	2.02	8.9	1.7	6.97	6.68	11.67	1.6	3.63	1.39	15.17	1.18	6.5	0.96	2.34	3.85	6.48	5.64	5.57	2.86	2.05	2.05
UBE2C(ENSG00000175063.16)(protein_coding)	3.09	1.47	22.29	0.96	2.3	23.9	3.63	4.97	3.31	4.56	1.21	3.44	6.19	207.05	188.31	4.74	86.03	41.21	92.6	180.79	54.13	80.59	241.3	48.16	62.59	50.71	0.67	58.98	432.01	50.81	243.37	36.4	11.44	6.66	472.73
PPP6R2(ENSG00000100239.15)(protein_coding)	26.2	33.03	31.62	25.55	54.11	50.07	39.93	34.29	26.86	35.22	47.05	27.86	62.44	24.98	14.37	29.13	7.18	55.93	19.85	22.9	16.3	18.81	52.02	13.93	13.75	18.28	9.82	38.83	85.09	17.18	16.03	16.99	7.21	18.8	22.03
DNAJC22(ENSG00000178401.14)(protein_coding)	2.34	3.53	1.12	0.44	1.98	3.21	4.13	0.71	2.46	0.94	2.8	4.18	2.4	1.32	0.28	1.65	0.4	2.29	0.03	0.3	5.18	2.73	1.21	1.84	0.7	2.94	0.12	1.43	0.36	1.78	7.48	3.5	2.18	3.74	0.28
GAK(ENSG00000178950.16)(protein_coding)	36.01	66.32	49.28	38.88	61.35	64.43	46.17	54.1	36.94	48.01	68.63	33.84	69.69	101.86	48.32	43.2	14.78	84.82	82.09	23.93	18.76	29.63	30.08	14.13	24.57	23.02	10.71	41.36	47.67	23.53	39.1	29.47	12.6	22.97	23.18
PDF(ENSG00000258429.1)(protein_coding)	4.62	5.86	4.89	1.95	6.41	8.09	3.66	6.5	3.38	4.17	4.02	3.69	8.66	8.32	1.45	5.4	1.94	5.64	7.92	3.74	1.68	5.08	5.38	2.13	4.15	2.03	1.27	7.5	10.26	4.96	10.28	5.14	0.52	4.91	1.9
NAALADL2(ENSG00000177694.14)(protein_coding)	9.52	4.59	4.19	3.36	4.19	4.32	12.16	5.72	12.34	7.41	4.27	12.47	3.64	0.16	1.61	6.12	0.28	1.71	8.88	2.3	2.09	1.35	0.22	3.72	2.87	4.54	11.08	1.98	0.12	16.9	1.12	15.92	3.57	10.01	3.01
PCAT6(ENSG00000228288.6)(antisense)	4.51	6.63	9.88	0.67	8.66	6.59	2.23	7.31	2.51	2.47	6.99	3	8.94	26.18	13.82	7.1	1.19	23.1	8.92	2.32	2.59	3.35	18.69	1.42	4.57	16.21	1.41	16.31	21.96	13.77	3.22	5.05	0.7	2.83	7.87
NOC3L(ENSG00000173145.11)(protein_coding)	6.99	4.29	9.41	3.55	6.83	6.32	14.57	5.06	11.81	11.8	6.11	10.46	5.84	13.63	17.39	9.04	14.71	6.54	12.24	9.2	8.59	4.7	2.71	11.83	9.55	4	11.55	8.31	15.05	6.61	15	12.83	13.67	8.02	12.17
ROGDI(ENSG00000067836.12)(protein_coding)	24.2	28.32	31.27	13.73	32.52	39.87	25.58	26.2	22.44	16.82	28.17	22.15	54.02	19.06	16.19	19.9	7.09	45.64	14.08	8.74	14.26	11.09	11.49	8.46	6.77	26.09	7.04	24.53	10.42	18.07	13.34	27.7	3.98	31.31	15.06
RAB5C(ENSG00000108774.14)(protein_coding)	141.8	136.45	143.57	163.2	94.68	133.17	117.85	137.35	96.04	102.4	108.16	104.47	92.32	153.01	76.4	121.27	146.58	65.02	119.92	84.24	141.13	102.01	41.52	106.01	120.72	138.34	102.32	53.98	130.57	102.07	143.56	96.65	72.69	166.55	56.57
LBH(ENSG00000213626.11)(protein_coding)	59.57	71.82	34.72	26	44.28	59.11	34.65	41.24	47.98	110.05	47.22	43.54	42.68	14.12	36.41	46.41	30.7	13.76	42.52	52.2	11.23	98.67	58.48	53.88	35.09	25.51	10.49	25.21	52.53	3.83	15.06	27.24	30.19	20.54	10.28
MARCH3(ENSG00000173926.5)(protein_coding)	4.76	2.38	5.14	5.37	0.75	0.98	1.48	2.08	1.91	1.51	2.09	2.01	1.3	0.79	1.2	1.16	1.68	3.26	4.32	1.61	4.76	2.2	2.5	2.46	2.82	1.03	2.73	1.22	1.34	1.14	1.43	0.79	1.7	2.68	1.5
MINK1(ENSG00000141503.15)(protein_coding)	36.85	41.24	34.39	25.8	60.8	51.26	40.49	29.46	44.83	56.15	49.18	38.2	66.16	27.86	13.44	31.16	22.65	35.65	12.14	18.01	24.67	16.13	33.75	10.87	14.9	21.28	12.59	20.06	28.74	32.21	25.02	20.46	19.11	25.03	19.61
BCAR1(ENSG00000050820.16)(protein_coding)	23.73	33.18	43.17	28.94	27.33	44.19	25.41	33.68	18.12	16.83	21.36	23.39	38.53	51.99	49.12	25.51	18.76	50.53	24.55	16.7	30.93	44.25	86.35	22.86	32.47	53.68	20.71	71.48	17.95	21.58	38.32	42.11	25.35	41.82	38.02
ZXDA(ENSG00000198205.6)(protein_coding)	2.4	2.22	1.32	1.85	1.31	0.89	1.89	0.4	2.49	2.8	1.72	2.63	1.1	0.64	0.78	2.23	0.33	0.7	1.35	1.23	0.33	0.68	0.66	0.88	1.78	0.77	1.28	1.1	0.82	1.12	0.94	1.71	1.13	1.42	0.93
MRPL36(ENSG00000171421.12)(protein_coding)	42.35	52.3	39.35	46.49	35.15	49.13	34.68	38.12	33.62	28.12	34.86	32.86	50.9	37.51	79.54	65.93	54.72	47.24	52.58	28.6	45.14	37.87	44.19	203.19	21.54	39.92	39.49	42.56	65.47	34.17	48.81	35.63	12.9	49.65	24.4
C7orf55-LUC7L2(ENSG00000146963.17)(protein_coding)	62.67	64.6	54.42	41.98	97.8	92.8	70.32	68.58	68.15	94.12	80.64	52.55	61.81	66.89	45.37	80.92	46.1	41.45	87.98	37.63	41.64	34.31	73.14	52.7	35.17	51.02	71.51	71.2	57.7	28.85	32.06	46.98	54.02	45.91	53.57
SBNO1(ENSG00000139697.11)(protein_coding)	5.55	2.89	6.08	3.82	6.1	6.18	11.55	2.88	9.46	8.45	5.93	9.51	4.34	11.47	9.71	7.93	9.62	2.42	8.36	8.69	3.84	5.96	3.22	8.5	10.26	6.38	7.17	5.45	10.09	7.45	9.35	10.83	12.45	9.41	6.35
QDPR(ENSG00000151552.11)(protein_coding)	30.9	42.54	28.37	62.59	23.85	29.66	22.65	22.58	22.95	25	23.33	20.98	31.05	45.11	21.74	25.24	9.51	35.48	18.09	27.24	14.5	17.92	36.54	7.19	7.98	20.11	11.8	17.61	28.36	21.85	33.25	29.23	8.89	28.86	15.03
FH(ENSG00000091483.6)(protein_coding)	24.76	26.99	31.25	29.61	30.55	32.72	40.7	27.2	27.88	22.78	26.77	27.18	27.8	53.47	69.84	20.17	42.28	43.28	62.26	25.91	31.86	23.2	47.97	25.79	35.35	30.76	19.18	22.97	30.08	36.2	42.47	41.68	27.21	24.53	31.68
P4HTM(ENSG00000178467.17)(protein_coding)	22.66	35.92	27.1	23.19	36.28	25.56	16.95	28.79	21.49	23.22	33.18	21.17	35.79	12.65	5.95	21.52	2.34	44.81	3.63	7.07	8.05	5.41	8.07	2.29	5.48	10.65	5.94	19.04	7.55	13.84	6.32	13.19	4.39	8.72	6.84
SIKE1(ENSG00000052723.11)(protein_coding)	23.61	14.02	18.61	21.29	14.05	16.25	23.66	6.89	24.41	18.05	16.95	26.9	12.56	55.94	28.69	15.13	13.17	12.91	36.97	29.69	8.01	14	33.87	15.4	24.44	16.11	10.12	19.71	31.47	14.9	43.1	22.15	12.29	17.24	23.03
MLEC(ENSG00000110917.7)(protein_coding)	29.48	24.3	36.52	39.91	48.46	49.85	66.74	25.6	37.3	34.43	34.29	46.54	44.04	51.48	68.5	43.24	65.66	36.11	54.98	39.87	77.42	43.59	50.77	62.25	72.05	61.86	26.24	60.14	47.45	35.67	64.86	46.86	94.24	61.52	59.78
